City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
84,bargarh,21.3333,83.6167,29.88,22,22,1.5,IN,1674469708
85,lalmohan,22.3384,90.7419,26.1,41,25,5.08,BD,1674469709
86,wattegama,6.7989,81.4808,27.2,73,100,3.44,LK,1674469553
87,kodiak,57.79,-152.4072,1.73,93,100,1.54,US,1674469710
88,okhotsk,59.3833,143.3,-29.18,87,71,3.41,RU,1674469710
89,hobart,-42.8794,147.3294,18.92,79,75,4.12,AU,1674469559
90,dikson,73.5069,80.5464,-25.42,92,88,10.65,RU,1674469711
91,camana,-16.6228,-72.7111,21.58,88,22,2.12,PE,1674469712
92,georgetown,5.4112,100.3354,29.97,77,20,2.06,MY,1674469713
93,san rafael,-34.6177,-68.3301,21.45,46,0,1.1,AR,1674469713
94,honningsvag,70.9821,25.9704,0.86,64,81,11.32,NO,1674469714
95,paris,48.8534,2.3488,2.82,85,100,5.14,FR,1674469466
96,port elizabeth,-33.918,25.5701,29.06,74,20,6.69,ZA,1674469715
97,kismayo,-0.3582,42.5454,28.72,67,22,8.85,SO,1674469715
98,east london,-33.0153,27.9116,30.52,54,0,6.69,ZA,1674469552
99,maniitsoq,65.4167,-52.9,-5.26,94,100,1.98,GL,1674469717
100,cidreira,-30.1811,-50.2056,23.36,81,1,1.27,BR,1674469717
101,tessalit,20.1986,1.0114,23.91,10,0,3.31,ML,1674469718
102,saint george,37.1041,-113.5841,0.7,55,100,2.57,US,1674469719
103,hofn,64.2539,-15.2082,-2.99,68,20,2.06,IS,1674469719
104,puerto ayora,-0.7393,-90.3518,21.97,98,91,0.45,EC,1674469720
105,noumea,-22.2763,166.4572,27.78,99,100,1.32,NC,1674469439
106,ilulissat,69.2167,-51.1,-8.99,73,100,6.17,GL,1674469720
107,saldanha,-33.0117,17.9442,26.03,74,26,5.01,ZA,1674469721
108,hermanus,-34.4187,19.2345,25.45,65,0,4.48,ZA,1674469721
109,porto nacional,-10.7081,-48.4172,21.0,95,97,0.56,BR,1674469722
110,upernavik,72.7868,-56.1549,-21.69,97,100,2.3,GL,1674469722
111,navrongo,10.8956,-1.0921,32.99,13,1,2.68,GH,1674469724
112,constitucion,-35.3333,-72.4167,14.61,73,0,1.7,CL,1674469724
113,mayumba,-3.432,10.6554,26.94,82,100,1.76,GA,1674469725
114,butaritari,3.0707,172.7902,26.95,79,66,5.17,KI,1674469725
115,verkhnyaya inta,65.9811,60.3094,-6.74,94,99,8.62,RU,1674469726
116,mayo,38.8876,-76.5119,4.52,93,100,2.57,US,1674469537
117,aktau,43.65,51.2,4.32,49,1,6.31,KZ,1674469727
118,russas,-4.9403,-37.9758,25.6,82,83,1.88,BR,1674469728
119,kavieng,-2.5744,150.7967,28.29,77,100,6.56,PG,1674469728
120,san luis,-33.295,-66.3356,20.96,59,0,3.17,AR,1674469729
121,ardakan,32.31,54.0175,6.62,35,2,2.58,IR,1674469729
122,yar-sale,66.8333,70.8333,-15.2,97,97,3.08,RU,1674469730
123,havre-saint-pierre,50.2334,-63.5986,-7.0,85,100,0.0,CA,1674469730
124,mount gambier,-37.8333,140.7667,16.65,90,100,3.68,AU,1674469501
125,bentiu,9.2333,29.8333,35.86,7,30,4.15,SS,1674469731
126,hlotse,-28.8718,28.045,29.08,15,1,5.15,LS,1674469732
127,constantine,36.365,6.6147,4.67,81,75,2.57,DZ,1674469732
128,san quintin,30.4833,-115.95,12.57,72,92,2.33,MX,1674469733
129,bubaque,11.2833,-15.8333,22.87,71,6,4.2,GW,1674469733
130,yumen,40.2833,97.2,-11.68,33,0,1.2,CN,1674469734
131,tiznit,29.5833,-9.5,16.1,28,0,0.13,MA,1674469734
132,marshfield,44.6689,-90.1718,-7.51,93,100,3.6,US,1674469735
133,tambo,-14.8,-73.9167,3.26,86,84,1.81,PE,1674469735
134,poum,-20.2333,164.0167,26.15,88,100,2.66,NC,1674469736
135,lebu,-37.6167,-73.65,12.97,92,3,2.7,CL,1674469736
136,leh,34.1667,77.5833,-10.78,53,6,0.7,IN,1674469737
137,sabang,5.8933,95.3214,26.82,76,83,7.01,ID,1674469737
138,bela,25.9333,81.9833,27.2,37,12,0.42,IN,1674469738
139,pemba,-12.974,40.5178,30.39,66,75,6.69,MZ,1674469738
140,sampit,-2.5333,112.95,25.8,90,100,1.23,ID,1674469738
141,axim,4.8699,-2.2405,29.16,68,12,2.91,GH,1674469739
142,fort beaufort,-32.7748,26.6338,32.17,38,1,2.52,ZA,1674469740
143,deputatskiy,69.3,139.9,-39.75,100,75,0.79,RU,1674469740
144,bethel,41.3712,-73.414,3.34,87,100,3.6,US,1674469620
145,elliot,-31.3333,27.85,29.31,26,11,4.06,ZA,1674469741
146,adeje,28.1227,-16.726,17.61,59,20,9.26,ES,1674469742
147,hatillo,18.4863,-66.8254,22.27,86,4,0.89,PR,1674469742
148,marawi,7.9986,124.2928,19.7,98,100,1.08,PH,1674469743
149,grindavik,63.8424,-22.4338,-2.74,74,0,3.6,IS,1674469743
150,lata,40.1629,-8.3327,8.93,50,2,2.23,PT,1674469744
151,sembe,1.6481,14.5806,32.63,36,90,1.95,CG,1674469745
152,prince rupert,54.3161,-130.3201,6.83,92,100,9.26,CA,1674469745
153,gallup,35.5281,-108.7426,-2.58,79,100,0.45,US,1674469746
154,tasiilaq,65.6145,-37.6368,-6.91,56,45,2.34,GL,1674469746
155,waddan,29.1614,16.139,16.21,19,0,3.03,LY,1674469747
156,vysokogornyy,50.1167,139.15,-34.59,100,65,0.7,RU,1674469747
157,uvinza,-5.1036,30.3911,25.48,69,79,1.9,TZ,1674469748
158,tiksi,71.6872,128.8694,-31.43,95,100,1.93,RU,1674469748
159,naze,28.3667,129.4833,16.51,74,45,6.33,JP,1674469607
160,toowoomba,-27.55,151.9667,20.7,82,74,1.79,AU,1674469749
161,beisfjord,68.3751,17.5988,5.03,86,100,16.19,NO,1674469750
162,lindi,-10.0,39.7167,25.44,86,100,1.77,TZ,1674469750
163,bastia,42.6667,9.3333,8.89,89,75,1.54,FR,1674469741
164,port hardy,50.6996,-127.4199,4.1,93,100,7.2,CA,1674469751
165,abja-paluoja,58.1253,25.3497,-4.05,84,98,1.01,EE,1674469752
166,kiunga,-6.1219,141.2906,24.63,96,100,0.37,PG,1674469752
167,lavrentiya,65.5833,-171.0,-27.38,96,18,5.83,RU,1674469752
168,tingi,-11.3,35.0333,18.97,91,100,1.55,TZ,1674469753
169,markala,13.7021,-6.0659,29.26,10,70,6.05,ML,1674469753
170,howard springs,-12.497,131.047,24.95,97,100,1.27,AU,1674469754
171,miramar,25.9873,-80.2323,23.89,93,0,2.57,US,1674469755
172,yerbogachen,61.2767,108.0108,-36.68,99,98,2.01,RU,1674469756
173,kemise,10.7167,39.8667,25.21,33,64,4.36,ET,1674469757
174,ekhabi,53.5102,142.9671,-30.91,92,56,6.23,RU,1674469757
175,talalayivka,50.9578,31.9209,1.51,61,23,3.95,UA,1674469758
176,harlingen,26.1906,-97.6961,17.95,87,0,3.6,US,1674469758
177,wellington,-41.2866,174.7756,15.81,83,4,5.66,NZ,1674469759
178,abong mbang,3.9833,13.1833,31.83,19,96,1.91,CM,1674469759
179,bambous virieux,-20.3428,57.7575,27.14,78,75,4.12,MU,1674469760
180,makakilo city,21.3469,-158.0858,23.16,80,0,2.57,US,1674469760
181,provideniya,64.3833,-173.3,-20.46,79,53,7.71,RU,1674469761
182,otuzco,-7.9,-78.5833,9.16,90,98,0.76,PE,1674469761
183,limon,10.0,-83.0333,21.14,85,5,2.29,CR,1674469762
184,tilichiki,60.4667,166.1,-14.02,84,100,4.52,RU,1674469762
185,mizan teferi,6.9833,35.5833,30.38,24,54,1.2,ET,1674469763
186,leningradskiy,69.3833,178.4167,-34.26,92,54,3.51,RU,1674469763
187,daru,-9.0763,143.2092,27.04,80,99,3.25,PG,1674469764
188,katsuura,35.1333,140.3,8.77,86,99,5.41,JP,1674469764
189,pangnirtung,66.1451,-65.7125,-28.88,95,97,2.82,CA,1674469765
190,palasa,18.7667,84.4167,27.3,39,27,4.47,IN,1674469765
191,kaitangata,-46.2817,169.8464,9.59,81,2,1.94,NZ,1674469766
192,san jose,37.3394,-121.895,10.93,46,0,6.69,US,1674469618
193,muzhi,65.3667,64.6667,-11.03,87,21,3.33,RU,1674469766
194,odesskoye,54.2111,72.9651,-10.54,95,98,4.62,RU,1674469767
195,kruisfontein,-34.0033,24.7314,33.62,34,0,3.7,ZA,1674469767
196,fengcheng,40.4536,124.0717,-16.97,38,6,7.87,CN,1674469768
197,saint-philippe,-21.3585,55.7679,25.77,86,100,4.32,RE,1674469769
198,emerald,-23.5333,148.1667,29.32,50,89,6.67,AU,1674469769
199,itarema,-2.9248,-39.9167,25.77,83,29,2.88,BR,1674469770
200,rabo de peixe,37.8,-25.5833,14.73,63,75,6.17,PT,1674469770
201,ilo,-17.6394,-71.3375,21.31,85,38,1.8,PE,1674469772
202,abnub,27.2696,31.1511,20.79,31,2,4.68,EG,1674469772
203,port lincoln,-34.7333,135.8667,17.94,84,29,6.69,AU,1674469773
204,san vicente,-26.6167,-54.1333,19.08,99,17,0.33,AR,1674469774
205,carnarvon,-24.8667,113.6333,24.9,74,38,10.77,AU,1674469774
206,mayahi,13.9553,7.6712,29.6,7,26,5.16,NE,1674469775
207,longyearbyen,78.2186,15.6401,-1.09,80,100,7.2,SJ,1674469775
208,portland,45.5234,-122.6762,5.26,92,100,1.54,US,1674469596
209,norman wells,65.282,-126.8329,-19.98,77,100,0.0,CA,1674469776
210,kiruna,67.8557,20.2251,-3.49,80,0,8.75,SE,1674469777
211,lompoc,34.6391,-120.4579,7.18,69,0,8.49,US,1674469777
212,richards bay,-28.783,32.0377,33.87,39,4,5.24,ZA,1674469778
213,trairi,-3.2778,-39.2689,25.54,85,21,2.1,BR,1674469778
214,lircay,-12.9896,-74.7205,7.16,90,88,1.01,PE,1674469779
215,spassk,52.747,87.7545,-9.58,97,100,1.02,RU,1674469780
216,jalu,29.0331,21.5482,16.92,25,0,4.28,LY,1674469780
217,sao filipe,14.8961,-24.4956,21.21,61,19,4.34,CV,1674469783
218,ostrovnoy,68.0531,39.5131,-4.54,74,88,15.55,RU,1674469783
219,chippewa falls,44.9369,-91.3929,-7.9,93,100,4.63,US,1674469784
220,boa vista,2.8197,-60.6733,22.99,83,75,4.63,BR,1674469784
221,tabas,33.5959,56.9244,8.94,24,0,2.85,IR,1674469785
222,aizpute,56.7167,21.6,-2.43,81,35,0.6,LV,1674469786
223,teluknaga,-6.0989,106.6381,31.02,70,75,5.66,ID,1674469786
224,codrington,-38.2667,141.9667,16.82,95,76,3.59,AU,1674469787
225,chokurdakh,70.6333,147.9167,-44.64,100,70,0.94,RU,1674469787
226,saskylakh,71.9167,114.0833,-29.23,86,100,0.92,RU,1674469788
227,manavalakurichi,8.1333,77.3,28.32,58,100,2.18,IN,1674469788
228,rawson,-43.3002,-65.1023,15.99,68,7,5.61,AR,1674469789
229,warrnambool,-38.3833,142.4833,16.91,89,36,4.44,AU,1674469710
230,pasni,25.2631,63.471,19.78,23,0,8.76,PK,1674469790
231,fare,-16.7,-151.0167,25.58,78,100,5.88,PF,1674469790
232,maceio,-9.6658,-35.7353,25.69,94,20,2.06,BR,1674469790
233,ballina,-28.8667,153.5667,22.1,98,68,4.26,AU,1674469791
234,cukai,4.25,103.4167,27.97,90,97,3.49,MY,1674469504
235,pilar,-9.5972,-35.9567,24.96,80,9,2.16,BR,1674469792
236,yulara,-25.2406,130.9889,33.57,23,76,2.15,AU,1674469792
237,kyshtovka,56.555,76.6271,-7.49,93,100,4.0,RU,1674469793
238,tutoia,-2.7619,-42.2744,25.38,87,69,4.01,BR,1674469793
239,thompson,55.7435,-97.8558,-22.91,84,0,3.09,CA,1674469794
240,pringsewu,-5.3582,104.9744,23.95,94,100,1.89,ID,1674469794
241,barra,-11.0894,-43.1417,21.81,89,81,1.66,BR,1674469795
242,ancud,-41.8697,-73.8203,12.62,93,11,2.17,CL,1674469795
243,smithers,54.7804,-127.1743,-2.82,100,100,2.06,CA,1674469796
244,cherskiy,68.75,161.3,-30.77,92,100,1.51,RU,1674469796
245,margate,51.3813,1.3862,5.94,82,100,1.34,GB,1674469797
246,griffith,41.5284,-87.4237,-1.08,90,100,4.63,US,1674469798
247,aguimes,27.9054,-15.4461,18.7,52,75,9.26,ES,1674469798
248,ribeira grande,38.5167,-28.7,16.54,88,75,13.41,PT,1674469799
249,thinadhoo,0.5333,72.9333,27.12,72,81,1.75,MV,1674469799
250,magdalena,14.1999,121.429,26.31,87,81,3.44,PH,1674469800
251,aklavik,68.2191,-135.0107,-23.32,91,100,5.22,CA,1674469800
252,pemangkat,1.1667,108.9667,25.86,86,100,2.07,ID,1674469801
253,nishihara,26.1842,127.7558,20.6,83,75,4.12,JP,1674469802
254,davila,18.4726,120.5763,27.99,84,9,7.98,PH,1674469802
255,kirovskiy,45.0917,133.5136,-26.75,83,100,3.51,RU,1674469803
256,vila velha,-20.3297,-40.2925,24.97,94,75,2.57,BR,1674469804
257,torbay,47.6666,-52.7314,-1.52,93,75,7.72,CA,1674469805
258,talnakh,69.4865,88.3972,-30.58,91,49,0.59,RU,1674469806
259,kupang,-10.1667,123.5833,26.32,83,40,2.57,ID,1674469807
260,turukhansk,65.8167,87.9833,-26.42,87,92,4.33,RU,1674469808
261,sudak,44.85,34.9667,8.44,64,17,3.75,UA,1674469809
262,lagoa,39.05,-27.9833,15.48,81,93,13.86,PT,1674469810
263,nara,34.6851,135.8049,7.62,59,100,2.14,JP,1674469577
264,fairbanks,64.8378,-147.7164,-24.02,74,100,2.06,US,1674469811
265,nelson bay,-32.7167,152.15,23.33,90,46,0.45,AU,1674469811
266,niono,14.2526,-5.993,31.53,9,68,6.54,ML,1674469811
267,linhares,-19.3911,-40.0722,25.44,88,100,3.29,BR,1674469812
268,bilma,18.6853,12.9164,28.07,8,7,2.5,NE,1674469813
269,moose factory,51.2585,-80.6094,-6.0,86,100,3.09,CA,1674469813
270,siocon,7.7061,122.1353,25.57,91,100,5.3,PH,1674469576
271,ghanzi,-21.5667,21.7833,31.01,30,42,4.95,BW,1674469814
272,cabedelo,-6.9811,-34.8339,27.37,73,17,4.75,BR,1674469815
273,nanortalik,60.1432,-45.2371,-4.66,56,100,3.9,GL,1674469815
274,talcahuano,-36.7167,-73.1167,14.82,88,0,1.03,CL,1674469816
275,sorland,67.667,12.6934,4.92,83,100,14.62,NO,1674469817
276,schiffdorf,53.5333,8.65,3.97,82,99,2.68,DE,1674469817
277,matara,5.9485,80.5353,27.68,75,91,3.77,LK,1674469629
278,aleksandrov gay,50.147,48.5704,-1.46,53,57,2.14,RU,1674469818
279,coruripe,-10.1256,-36.1756,27.65,74,14,5.0,BR,1674469819
280,sile,41.1754,29.6133,11.43,63,93,1.34,TR,1674469819
281,kerema,-7.9631,145.7785,26.0,90,100,3.88,PG,1674469820
282,machinga,-15.1685,35.3,21.6,89,100,1.53,MW,1674469820
283,yarmouth,41.7057,-70.2286,10.61,97,100,4.12,US,1674469821
284,dhidhdhoo,6.8833,73.1,26.66,71,64,3.15,MV,1674469822
285,tromso,69.6496,18.957,3.01,81,75,19.03,NO,1674469823
286,nome,64.5011,-165.4064,-16.96,60,0,4.12,US,1674469823
287,grand gaube,-20.0064,57.6608,27.22,78,100,2.24,MU,1674469824
288,arequipa,-16.3989,-71.535,14.4,83,46,0.46,PE,1674469824
289,miri,4.4148,114.0089,28.08,83,40,2.57,MY,1674469596
290,nalchiti,22.6333,90.2833,28.09,32,26,3.8,BD,1674469825
291,senno,59.5336,33.9167,-5.41,93,68,0.79,RU,1674469825
292,poya,-21.35,165.15,25.72,89,97,0.81,NC,1674469827
293,arlit,18.7369,7.3853,30.16,7,0,3.44,NE,1674469827
294,petropavlovsk-kamchatskiy,53.0452,158.6483,-12.67,79,75,4.0,RU,1674469800
295,nadvoitsy,63.8667,34.3167,-9.48,92,13,3.91,RU,1674469828
296,okha,53.5739,142.9478,-30.95,93,49,6.13,RU,1674469829
297,maragogi,-9.0122,-35.2225,27.73,72,42,4.25,BR,1674469829
298,sosnovo-ozerskoye,52.5249,111.5418,-35.39,93,7,3.49,RU,1674469831
299,bisira,8.5196,-81.7115,13.21,95,47,2.57,PA,1674469831
300,lodja,-3.4833,23.4333,34.28,36,87,1.04,CD,1674469832
301,port-gentil,-0.7193,8.7815,29.98,70,40,2.06,GA,1674469833
302,vila franca do campo,37.7167,-25.4333,15.23,75,31,6.93,PT,1674469834
303,nsoko,-27.0333,31.95,34.59,31,39,3.22,SZ,1674469835
304,denpasar,-8.65,115.2167,30.81,70,20,3.09,ID,1674469412
305,sri aman,1.2376,111.4621,30.03,79,20,0.0,MY,1674469835
306,likasi,-10.9814,26.7333,22.62,77,79,4.65,CD,1674469836
307,kieta,-6.2167,155.6333,26.14,83,95,1.52,PG,1674469837
308,isangel,-19.55,169.2667,27.12,86,69,1.34,VU,1674469837
309,langgons,50.5,8.6667,2.96,87,68,0.45,DE,1674469838
310,ansbach,49.3,10.5833,0.9,93,100,3.6,DE,1674469838
311,sao joao da barra,-21.6403,-41.0511,25.05,86,97,2.95,BR,1674469839
312,padang,-0.9492,100.3543,24.03,96,100,3.58,ID,1674469759
313,sembakung,3.8167,117.25,24.5,96,93,0.93,ID,1674469840
314,henties bay,-22.116,14.2845,20.59,78,52,4.84,NA,1674469841
315,manzhouli,49.6,117.4333,-30.27,87,19,6.63,CN,1674469842
316,havoysund,70.9963,24.6622,1.13,73,67,13.88,NO,1674469844
317,nola,40.922,14.5329,9.24,93,68,2.87,IT,1674469844
318,korla,41.7597,86.1469,-10.5,73,0,1.32,CN,1674469845
319,marathon,44.9,-89.7668,-8.14,90,100,3.6,US,1674469846
320,dodge city,37.7528,-100.0171,-8.77,88,0,2.06,US,1674469846
321,taltal,-25.4,-70.4833,19.52,80,66,0.58,CL,1674469847
322,saint-pierre,-21.3393,55.4781,25.82,73,75,1.03,RE,1674469847
323,pimentel,-6.8367,-79.9342,19.16,88,0,3.09,PE,1674469848
324,ingham,42.6,-84.3833,-1.03,93,100,1.54,US,1674469848
325,san carlos de bariloche,-41.1456,-71.3082,9.02,81,0,2.06,AR,1674469849
326,bereda,43.2686,-7.5406,5.23,100,4,3.16,ES,1674469850
327,lander,42.833,-108.7307,-8.55,86,100,0.0,US,1674469852
328,tahta,26.7693,31.5021,22.01,23,1,4.91,EG,1674469852
329,clyde river,70.4692,-68.5914,-31.87,68,75,9.77,CA,1674469853
330,pochutla,15.7432,-96.4661,21.57,71,0,1.32,MX,1674469853
331,benalla,-36.55,145.9833,20.48,48,47,3.34,AU,1674469605
332,metro,-5.1131,105.3067,24.15,93,100,1.61,ID,1674469854
333,santa fe,-31.6333,-60.7,25.56,74,18,0.89,AR,1674469855
334,cascais,38.6979,-9.4215,13.62,48,0,9.83,PT,1674469855
335,dakar,14.6937,-17.4441,22.49,83,0,2.06,SN,1674469856
336,chuy,-33.6971,-53.4616,20.83,73,79,1.52,UY,1674469856
337,zhigalovo,54.8097,105.1578,-38.43,100,16,1.39,RU,1674469857
338,ust-tarka,55.5672,75.705,-10.59,96,96,3.76,RU,1674469857
339,esil,51.9556,66.4042,-10.7,96,97,3.24,KZ,1674469858
340,brainerd,46.358,-94.2008,-9.99,85,100,4.12,US,1674469858
341,aasiaat,68.7098,-52.8699,-18.24,97,100,2.22,GL,1674469859
342,arkhangelsk,64.5401,40.5433,-5.94,68,0,3.0,RU,1674469860
343,waverly,42.7392,-84.6208,-0.12,93,100,1.54,US,1674469860
344,nongstoin,25.5167,91.2667,14.09,53,64,1.93,IN,1674469861
345,uhlove,44.8215,33.6045,4.45,68,8,2.07,UA,1674469862
346,airai,-8.9266,125.4092,16.74,93,100,0.47,TL,1674469862
347,bongandanga,1.5,21.05,39.05,17,61,1.17,CD,1674469863
348,ukiah,39.1502,-123.2078,6.35,93,0,0.0,US,1674469863
349,norrtalje,59.758,18.705,-5.9,76,7,4.31,SE,1674469864
350,caravelas,-17.7125,-39.2481,26.06,83,100,3.96,BR,1674469865
351,port hedland,-20.3167,118.5667,32.03,58,15,6.69,AU,1674469865
352,sur,22.5667,59.5289,20.96,40,0,6.08,OM,1674469866
353,poltavka,54.3663,71.7632,-11.39,95,89,4.51,RU,1674469866
354,anadyr,64.75,177.4833,-20.56,58,0,3.0,RU,1674469727
355,te anau,-45.4167,167.7167,7.62,89,6,1.79,NZ,1674469868
356,igbo ora,7.4333,3.2833,34.44,38,81,1.47,NG,1674469868
357,hanchuan,30.65,113.7667,7.06,36,56,9.01,CN,1674469869
358,olafsvik,64.8945,-23.7142,1.8,63,100,1.88,IS,1674469869
359,trelew,-43.249,-65.3051,17.79,60,5,7.76,AR,1674469869
360,shimoda,34.6667,138.95,5.61,82,99,4.05,JP,1674469870
361,konstantinovka,49.6167,127.9833,-27.88,98,100,2.19,RU,1674469871
362,baykit,61.67,96.37,-25.51,99,100,1.28,RU,1674469871
363,geraldton,-28.7667,114.6,24.23,73,75,6.69,AU,1674469872
364,yerofey pavlovich,53.9667,121.9667,-31.31,94,100,1.81,RU,1674469872
365,kayes,14.0,-11.0,30.61,12,1,1.22,ML,1674469873
366,imeni poliny osipenko,52.4201,136.4853,-27.41,97,100,2.25,RU,1674469874
367,edgewater,28.9889,-80.9023,17.84,91,31,4.17,US,1674469874
368,broken hill,-31.95,141.4333,28.46,21,62,5.09,AU,1674469817
